Data,Hora,Padrao,Resultado,Estagio
09/04/2025,09:40:08,VPPPVPV,LOSS,Martingale 2
09/04/2025,09:40:35,VPPPVPV,WIN,Martingale 2
09/04/2025,09:41:39,VPVPPVV,WIN,Martingale 0
09/04/2025,09:43:09,PVVPVV,LOSS,Martingale 1
09/04/2025,09:43:36,PVVPVV,WIN,Martingale 1
09/04/2025,09:45:06,PVVVPVP,WIN,Martingale 0
09/04/2025,09:46:05,VPVPPV,WIN,Martingale 0
09/04/2025,09:47:09,VPPVVV,LOSS,Martingale 1
09/04/2025,09:47:36,VPPVVV,LOSS,Martingale 2
09/04/2025,09:48:08,VPPVVV,LOSS,Gale 1
09/04/2025,09:49:07,VVPPPB,BRANCO,Martingale 0
09/04/2025,09:54:38,PVVVPP,WIN,Martingale 0
09/04/2025,09:56:08,VPPVPV,LOSS,Martingale 1
09/04/2025,09:56:41,VPPVPV,LOSS,Martingale 2
09/04/2025,09:57:07,VPPVPV,WIN,Martingale 2
09/04/2025,09:59:40,VVPVVVP,WIN,Martingale 0
09/04/2025,10:00:40,VVVPPV,BRANCO,Martingale 0
09/04/2025,10:03:08,BPPPP,LOSS,Martingale 1
09/04/2025,10:03:40,BPPPP,LOSS,Martingale 2
09/04/2025,10:04:07,BPPPP,LOSS,Gale 1
09/04/2025,10:05:06,PPPVVVV,BRANCO,Martingale 0
09/04/2025,10:09:08,PVVPPV,WIN,Martingale 0
09/04/2025,10:10:07,VVPPVPV,LOSS,Martingale 1
09/04/2025,10:10:39,VVPPVPV,WIN,Martingale 1
09/04/2025,10:11:38,PVPVB,WIN,Martingale 0
09/04/2025,10:13:08,PVBVVV,LOSS,Martingale 1
09/04/2025,10:13:40,PVBVVV,WIN,Martingale 1
09/04/2025,10:15:11,VVVPVPP,WIN,Martingale 0
09/04/2025,10:16:10,VVPVPPPV,WIN,Martingale 0
09/04/2025,10:22:12,BVPVP,LOSS,Martingale 1
09/04/2025,10:22:39,BVPVP,WIN,Martingale 1
09/04/2025,10:23:38,VPVPVPP,LOSS,Martingale 1
09/04/2025,10:24:10,VPVPVPP,LOSS,Martingale 2
09/04/2025,10:24:42,VPVPVPP,WIN,Martingale 2
09/04/2025,10:27:10,VVPPPPV,WIN,Martingale 0
09/04/2025,10:28:09,VPPPPVVV,LOSS,Martingale 1
09/04/2025,10:28:41,VPPPPVVV,LOSS,Martingale 2
09/04/2025,10:29:13,VPPPPVVV,BRANCO,Martingale 2
09/04/2025,10:30:12,VPPBP,LOSS,Martingale 1
09/04/2025,10:30:39,VPPBP,LOSS,Martingale 2
09/04/2025,10:31:11,VPPBP,LOSS,Gale 1
09/04/2025,10:33:39,PPPVVVV,WIN,Martingale 0
09/04/2025,10:34:39,PPPVVVVPV,WIN,Martingale 0
09/04/2025,10:37:13,VVPVVVVVV,BRANCO,Martingale 0
09/04/2025,10:38:12,VVVVBP,LOSS,Martingale 1
09/04/2025,10:38:39,VVVVBP,LOSS,Martingale 2
09/04/2025,10:39:11,VVVVBP,WIN,Martingale 2
09/04/2025,10:41:39,PPVPPPV,WIN,Martingale 0
09/04/2025,10:43:10,PPVVVP,LOSS,Martingale 1
09/04/2025,10:43:42,PPVVVP,BRANCO,Martingale 1
09/04/2025,10:46:42,BVVPPV,BRANCO,Martingale 0
09/04/2025,10:49:10,BPPPP,LOSS,Martingale 1
09/04/2025,10:49:42,BPPPP,LOSS,Martingale 2
09/04/2025,10:50:09,BPPPP,LOSS,Gale 1
09/04/2025,10:51:14,PPVVVP,LOSS,Martingale 1
09/04/2025,10:51:40,PPVVVP,LOSS,Martingale 2
09/04/2025,10:52:12,PPVVVP,WIN,Martingale 2
09/04/2025,10:53:43,VPVVPVP,BRANCO,Martingale 0
09/04/2025,10:59:41,VVBVV,LOSS,Martingale 1
09/04/2025,11:00:13,VVBVV,WIN,Martingale 1
09/04/2025,11:01:44,VVPVVP,WIN,Martingale 0
09/04/2025,11:02:43,VPVVPVP,WIN,Martingale 0
09/04/2025,11:03:42,PVVPVPPP,WIN,Martingale 0
09/04/2025,11:05:12,PVPPPPPV,LOSS,Martingale 1
09/04/2025,11:05:44,PVPPPPPV,LOSS,Martingale 2
09/04/2025,11:06:11,PVPPPPPV,LOSS,Gale 1
09/04/2025,11:07:10,PPVPPPV,LOSS,Martingale 1
09/04/2025,11:07:42,PPVPPPV,WIN,Martingale 1
09/04/2025,11:09:12,PPVPVPV,WIN,Martingale 0
09/04/2025,11:10:12,PVPVPVPV,LOSS,Martingale 1
09/04/2025,11:10:44,PVPVPVPV,BRANCO,Martingale 1
09/04/2025,11:11:43,PVPBP,WIN,Martingale 0
09/04/2025,11:13:13,BPPPP,WIN,Martingale 0
09/04/2025,11:15:41,PPPPPPPV,WIN,Martingale 0
09/04/2025,11:17:43,PPVPVPV,WIN,Martingale 0
09/04/2025,11:18:42,VPVPVPP,WIN,Martingale 0
09/04/2025,11:20:12,VPPVPP,LOSS,Martingale 1
09/04/2025,11:20:44,VPPVPP,WIN,Martingale 1
09/04/2025,11:22:15,VPPPVPV,WIN,Martingale 0
09/04/2025,11:23:45,VPVPPV,LOSS,Martingale 1
09/04/2025,11:24:12,VPVPPV,WIN,Martingale 1
09/04/2025,11:28:14,VPPPPPVVV,LOSS,Martingale 1
09/04/2025,11:28:46,VPPPPPVVV,WIN,Martingale 1
09/04/2025,11:31:15,VVPVVVVP,LOSS,Martingale 1
09/04/2025,11:31:47,VVPVVVVP,LOSS,Martingale 2
09/04/2025,11:32:13,VVPVVVVP,LOSS,Gale 1
09/04/2025,11:33:12,VVVVPVVVP,WIN,Martingale 0
09/04/2025,11:34:17,PVVVPVP,WIN,Martingale 0
09/04/2025,11:35:16,VVVPVPPP,WIN,Martingale 0
09/04/2025,11:36:46,PVPPPPVV,LOSS,Martingale 1
09/04/2025,11:37:13,PVPPPPVV,LOSS,Martingale 2
09/04/2025,11:37:45,PVPPPPVV,BRANCO,Martingale 2
09/04/2025,11:38:44,VVVVBP,WIN,Martingale 0
09/04/2025,11:40:14,BPPPP,WIN,Martingale 0
09/04/2025,11:45:15,VPPPPPVVV,WIN,Martingale 0
09/04/2025,11:46:45,PVVVPVP,LOSS,Martingale 1
09/04/2025,11:47:17,PVVVPVP,WIN,Martingale 1
09/04/2025,11:51:14,VPVVVVVVP,WIN,Martingale 0
09/04/2025,11:52:13,VVVVVVPVV,WIN,Martingale 0
09/04/2025,11:53:18,VVVVPVVVP,WIN,Martingale 0
09/04/2025,11:54:17,PVVVPVP,WIN,Martingale 0
09/04/2025,11:55:16,VVVPVPPP,BRANCO,Martingale 0
09/04/2025,11:56:15,PPPBV,WIN,Martingale 0
09/04/2025,11:59:15,PVPBP,LOSS,Martingale 1
09/04/2025,11:59:47,PVPBP,WIN,Martingale 1
09/04/2025,12:01:17,BPPVVV,LOSS,Martingale 1
09/04/2025,12:01:44,BPPVVV,WIN,Martingale 1
09/04/2025,12:02:48,PVVVPVP,LOSS,Martingale 1
09/04/2025,12:03:15,PVVVPVP,LOSS,Martingale 2
09/04/2025,12:03:47,PVVVPVP,WIN,Martingale 2
09/04/2025,12:04:46,PVPVVPV,WIN,Martingale 0
09/04/2025,12:05:46,PVPVVPVVP,WIN,Martingale 0
09/04/2025,12:06:44,PVVPVV,WIN,Martingale 0
09/04/2025,12:08:15,VPVVPVP,LOSS,Martingale 1
09/04/2025,12:08:47,VPVVPVP,WIN,Martingale 1
09/04/2025,12:09:46,VPVPVPP,WIN,Martingale 0
09/04/2025,12:10:45,VPVPPPV,WIN,Martingale 0
09/04/2025,12:11:49,VPPPVPV,WIN,Martingale 0
09/04/2025,12:15:20,BPPVVP,BRANCO,Martingale 0
09/04/2025,12:16:19,PPVVPBP,LOSS,Martingale 1
09/04/2025,12:16:45,PPVVPBP,LOSS,Martingale 2
09/04/2025,12:17:17,PPVVPBP,WIN,Martingale 2
09/04/2025,12:21:20,PPPPB,LOSS,Martingale 1
09/04/2025,12:21:46,PPPPB,WIN,Martingale 1
09/04/2025,12:24:19,VPPVVP,WIN,Martingale 0
09/04/2025,12:25:18,PVVPVP,BRANCO,Martingale 0
09/04/2025,12:26:17,PVPBP,BRANCO,Martingale 0
09/04/2025,12:28:50,PBVVVV,WIN,Martingale 0
09/04/2025,12:31:50,VVVPVPP,LOSS,Martingale 1
09/04/2025,12:32:16,VVVPVPP,LOSS,Martingale 2
09/04/2025,12:32:48,VVVPVPP,WIN,Martingale 2
09/04/2025,12:34:19,PVVPVP,WIN,Martingale 0
09/04/2025,12:44:21,BVPVP,LOSS,Martingale 1
09/04/2025,12:44:48,BVPVP,WIN,Martingale 1
09/04/2025,12:45:47,VPVPVPP,WIN,Martingale 0
09/04/2025,12:46:51,VPVPPPV,WIN,Martingale 0
09/04/2025,12:47:50,VPPPVPP,LOSS,Martingale 1
09/04/2025,12:48:22,VPPPVPP,LOSS,Martingale 2
09/04/2025,12:48:48,VPPPVPP,WIN,Martingale 2
09/04/2025,12:51:21,PPPPB,LOSS,Martingale 1
09/04/2025,12:51:48,PPPPB,WIN,Martingale 1
09/04/2025,12:53:18,BVPVP,BRANCO,Martingale 0
09/04/2025,12:54:18,PVPBP,WIN,Martingale 0
09/04/2025,12:55:22,PBPVP,LOSS,Martingale 1
09/04/2025,12:55:48,PBPVP,WIN,Martingale 1
09/04/2025,12:57:18,VPPVPP,LOSS,Martingale 1
09/04/2025,12:57:50,VPPVPP,LOSS,Martingale 2
09/04/2025,12:58:22,VPPVPP,WIN,Martingale 2
09/04/2025,12:59:52,PVVPVP,LOSS,Martingale 1
09/04/2025,13:00:19,PVVPVP,LOSS,Martingale 2
09/04/2025,13:00:51,PVVPVP,LOSS,Gale 1
09/04/2025,13:03:19,VVVVB,WIN,Martingale 0
09/04/2025,13:04:18,VVVVBPP,WIN,Martingale 0
09/04/2025,13:06:51,PPVPVVV,LOSS,Martingale 1
09/04/2025,13:07:23,PPVPVVV,BRANCO,Martingale 1
09/04/2025,13:12:53,VVPVBPVP,WIN,Martingale 0
09/04/2025,13:14:50,PVPVPVP,LOSS,Martingale 1
09/04/2025,13:15:22,PVPVPVP,WIN,Martingale 1
09/04/2025,13:16:21,VPVPVPP,LOSS,Martingale 1
09/04/2025,13:16:53,VPVPVPP,LOSS,Martingale 2
09/04/2025,13:17:19,VPVPVPP,WIN,Martingale 2
09/04/2025,13:18:23,VPPPPVV,WIN,Martingale 0
09/04/2025,13:19:49,PVVPPV,WIN,Martingale 0
09/04/2025,13:20:53,VPPVPP,WIN,Martingale 0
09/04/2025,13:22:23,VPPVPV,LOSS,Martingale 1
09/04/2025,13:22:50,VPPVPV,WIN,Martingale 1
09/04/2025,13:23:49,VPPVPVVPP,LOSS,Martingale 1
09/04/2025,13:24:21,VPPVPVVPP,LOSS,Martingale 2
09/04/2025,13:24:53,VPPVPVVPP,LOSS,Gale 1
09/04/2025,13:26:24,VPPVVVVP,WIN,Martingale 0
09/04/2025,13:27:22,PVVVVPPV,LOSS,Martingale 1
09/04/2025,13:27:55,PVVVVPPV,LOSS,Martingale 2
09/04/2025,13:28:21,PVVVVPPV,WIN,Martingale 2
09/04/2025,13:29:20,PPVPPVV,WIN,Martingale 0
09/04/2025,13:30:24,PPVVVP,WIN,Martingale 0
09/04/2025,13:31:23,VVVPPV,LOSS,Martingale 1
09/04/2025,13:31:50,VVVPPV,WIN,Martingale 1
09/04/2025,13:33:20,PPVPVPV,WIN,Martingale 0
09/04/2025,13:37:53,VVVPPV,WIN,Martingale 0
09/04/2025,13:38:52,VPPVVP,LOSS,Martingale 1
09/04/2025,13:39:24,VPPVVP,BRANCO,Martingale 1
09/04/2025,13:40:22,VPPBP,LOSS,Martingale 1
09/04/2025,13:40:54,VPPBP,LOSS,Martingale 2
09/04/2025,13:41:21,VPPBP,LOSS,Gale 1
09/04/2025,13:43:54,PPVPPV,LOSS,Martingale 1
09/04/2025,13:44:21,PPVPPV,LOSS,Martingale 2
09/04/2025,13:44:53,PPVPPV,BRANCO,Martingale 2
09/04/2025,13:47:25,BVPVP,WIN,Martingale 0
09/04/2025,13:49:22,PVPVVVP,WIN,Martingale 0
09/04/2025,13:51:24,VVPVVVP,WIN,Martingale 0
09/04/2025,13:52:22,VVVPPV,WIN,Martingale 0
09/04/2025,13:53:21,VPPVPV,WIN,Martingale 0
09/04/2025,13:54:26,PPVPVPV,WIN,Martingale 0
09/04/2025,13:55:24,PVPVPVPV,BRANCO,Martingale 0
09/04/2025,13:59:26,PPVPPV,LOSS,Martingale 1
09/04/2025,13:59:53,PPVPPV,LOSS,Martingale 2
09/04/2025,14:00:25,PPVPPV,WIN,Martingale 2
09/04/2025,14:01:56,VPPVVV,WIN,Martingale 0
09/04/2025,14:02:55,PVVVPP,LOSS,Martingale 1
09/04/2025,14:03:27,PVVVPP,WIN,Martingale 1
09/04/2025,14:04:26,VPPPVV,LOSS,Martingale 1
09/04/2025,14:04:52,VPPPVV,WIN,Martingale 1
09/04/2025,14:05:57,PVVVPP,LOSS,Martingale 1
09/04/2025,14:06:23,PVVVPP,WIN,Martingale 1
09/04/2025,14:07:54,VPPPVPP,WIN,Martingale 0
09/04/2025,14:09:24,VPPVVV,WIN,Martingale 0
09/04/2025,14:10:23,PVVVPP,LOSS,Martingale 1
09/04/2025,14:10:55,PVVVPP,LOSS,Martingale 2
09/04/2025,14:11:27,PVVVPP,WIN,Martingale 2
09/04/2025,14:12:26,VPPPPVP,LOSS,Martingale 1
09/04/2025,14:12:53,VPPPPVP,WIN,Martingale 1
09/04/2025,14:14:23,VPPVVP,WIN,Martingale 0
09/04/2025,14:15:27,PVVPPV,WIN,Martingale 0
09/04/2025,14:16:26,VPPVPP,LOSS,Martingale 1
09/04/2025,14:16:53,VPPVPP,WIN,Martingale 1
09/04/2025,14:17:57,VPPPVV,WIN,Martingale 0
09/04/2025,14:19:28,PVVPVP,WIN,Martingale 0
09/04/2025,14:22:27,PVPVVVP,WIN,Martingale 0
09/04/2025,14:24:24,VVPVVVP,LOSS,Martingale 1
09/04/2025,14:24:56,VVPVVVP,WIN,Martingale 1
09/04/2025,14:26:58,PVPVVP,LOSS,Martingale 1
09/04/2025,14:27:24,PVPVVP,WIN,Martingale 1
09/04/2025,14:29:26,VPVPVPP,WIN,Martingale 0
09/04/2025,14:30:57,VPPVPP,LOSS,Martingale 1
09/04/2025,14:31:29,VPPVPP,LOSS,Martingale 2
09/04/2025,14:31:55,VPPVPP,LOSS,Gale 1
09/04/2025,14:32:54,PPVPPPPPV,WIN,Martingale 0
09/04/2025,14:33:54,VPPPPPVVV,WIN,Martingale 0
09/04/2025,14:37:25,VVBVV,LOSS,Martingale 1
09/04/2025,14:37:57,VVBVV,WIN,Martingale 1
09/04/2025,14:39:27,VVPVVP,WIN,Martingale 0
09/04/2025,14:40:26,PVVPVV,WIN,Martingale 0
09/04/2025,14:41:57,PVVPVV,WIN,Martingale 0
09/04/2025,14:44:26,PBPVP,WIN,Martingale 0
09/04/2025,14:45:24,PVPVB,LOSS,Martingale 1
09/04/2025,14:45:57,PVPVB,LOSS,Martingale 2
09/04/2025,14:46:29,PVPVB,LOSS,Gale 1
09/04/2025,14:47:28,BPPPP,WIN,Martingale 0
09/04/2025,14:48:27,PPPPB,WIN,Martingale 0
09/04/2025,14:50:29,BVPVP,WIN,Martingale 0
09/04/2025,14:52:00,VPVPVPP,WIN,Martingale 0
09/04/2025,14:53:25,VPPVPV,LOSS,Martingale 1
09/04/2025,14:53:57,VPPVPV,WIN,Martingale 1
09/04/2025,14:54:56,VPPVPVVPP,LOSS,Martingale 1
09/04/2025,14:55:28,VPPVPVVPP,WIN,Martingale 1
09/04/2025,14:56:27,VPPVPV,WIN,Martingale 0
09/04/2025,14:57:26,PPVPVPV,BRANCO,Martingale 0
09/04/2025,14:59:28,PVBPPV,WIN,Martingale 0
09/04/2025,15:00:27,BPPVVV,LOSS,Martingale 1
09/04/2025,15:00:59,BPPVVV,WIN,Martingale 1
09/04/2025,15:02:30,PVVVVPPP,LOSS,Martingale 1
09/04/2025,15:02:57,PVVVVPPP,WIN,Martingale 1
09/04/2025,15:03:56,VPPPPVP,WIN,Martingale 0
09/04/2025,15:05:00,PPVPVB,WIN,Martingale 0
09/04/2025,15:06:30,PVBVVV,WIN,Martingale 0
09/04/2025,15:07:29,BVVVPP,WIN,Martingale 0
09/04/2025,15:09:00,VPPVVV,WIN,Martingale 0
09/04/2025,15:09:59,PVVVPP,WIN,Martingale 0
09/04/2025,15:11:29,VPPVPP,LOSS,Martingale 1
09/04/2025,15:11:56,VPPVPP,LOSS,Martingale 2
09/04/2025,15:12:28,VPPVPP,LOSS,Gale 1
09/04/2025,15:13:27,PPVPPPPPP,WIN,Martingale 0
09/04/2025,15:14:26,PPPPB,LOSS,Martingale 1
09/04/2025,15:14:58,PPPPB,LOSS,Martingale 2
09/04/2025,15:15:30,PPPPB,LOSS,Gale 1
09/04/2025,15:16:29,BVVVV,WIN,Martingale 0
09/04/2025,15:17:28,PPBVVVVPP,LOSS,Martingale 1
09/04/2025,15:18:00,PPBVVVVPP,WIN,Martingale 1
09/04/2025,15:19:31,VPPPVPV,WIN,Martingale 0
09/04/2025,15:22:30,VPPPPVV,WIN,Martingale 0
09/04/2025,15:24:32,VVPPPV,LOSS,Martingale 1
09/04/2025,15:24:58,VVPPPV,WIN,Martingale 1
09/04/2025,15:26:29,PPVPVPV,WIN,Martingale 0
09/04/2025,15:27:28,PVPVPVPV,WIN,Martingale 0
09/04/2025,15:30:32,VPVVVVVVP,LOSS,Martingale 1
09/04/2025,15:30:59,VPVVVVVVP,LOSS,Martingale 2
09/04/2025,15:31:31,VPVVVVVVP,LOSS,Gale 1
09/04/2025,15:33:28,VVPVVVVVV,LOSS,Martingale 1
09/04/2025,15:34:00,VVPVVVVVV,WIN,Martingale 1
09/04/2025,15:36:02,VVVPVPP,LOSS,Martingale 1
09/04/2025,15:36:29,VVVPVPP,WIN,Martingale 1
09/04/2025,15:37:28,VPPVPV,LOSS,Martingale 1
09/04/2025,15:38:00,VPPVPV,LOSS,Martingale 2
09/04/2025,15:38:32,VPPVPV,WIN,Martingale 2
09/04/2025,15:40:02,VPPVPV,LOSS,Martingale 1
09/04/2025,15:40:29,VPPVPV,LOSS,Martingale 2
09/04/2025,15:41:01,VPPVPV,LOSS,Gale 1
09/04/2025,15:43:30,VPPPPPVP,WIN,Martingale 0
09/04/2025,15:44:29,PPVPPV,WIN,Martingale 0
09/04/2025,15:45:33,VPPVVP,LOSS,Martingale 1
09/04/2025,15:46:00,VPPVVP,WIN,Martingale 1
09/04/2025,15:49:31,VPVVVVVP,WIN,Martingale 0
09/04/2025,15:51:01,VVPPPV,WIN,Martingale 0
09/04/2025,15:52:32,PPPVVVV,WIN,Martingale 0
09/04/2025,15:53:31,PPPVVVVPV,WIN,Martingale 0
09/04/2025,15:54:30,VVPVVP,WIN,Martingale 0
09/04/2025,15:55:34,PVVPPV,WIN,Martingale 0
09/04/2025,15:56:33,VPPVPP,WIN,Martingale 0
09/04/2025,15:58:03,VPPVPP,WIN,Martingale 0
09/04/2025,15:59:33,VPPVVV,LOSS,Martingale 1
09/04/2025,16:00:00,VPPVVV,WIN,Martingale 1
09/04/2025,16:03:30,PVPBP,LOSS,Martingale 1
09/04/2025,16:04:03,PVPBP,BRANCO,Martingale 1
09/04/2025,16:08:04,PVVPPV,LOSS,Martingale 1
09/04/2025,16:08:31,PVVPPV,LOSS,Martingale 2
09/04/2025,16:09:03,PVVPPV,LOSS,Gale 1
09/04/2025,16:12:02,VPPBP,LOSS,Martingale 1
09/04/2025,16:12:34,VPPBP,LOSS,Martingale 2
09/04/2025,16:13:01,VPPBP,LOSS,Gale 1
09/04/2025,16:16:00,PPPPPPPV,WIN,Martingale 0
09/04/2025,16:17:05,PPPPPPPVPP,WIN,Martingale 0
09/04/2025,16:18:35,VPPVPP,WIN,Martingale 0
09/04/2025,16:22:05,BVPVP,LOSS,Martingale 1
09/04/2025,16:22:32,BVPVP,WIN,Martingale 1
09/04/2025,16:23:32,VPVPPVV,LOSS,Martingale 1
09/04/2025,16:24:04,VPVPPVV,WIN,Martingale 1
09/04/2025,16:27:03,BPPPP,LOSS,Martingale 1
09/04/2025,16:27:35,BPPPP,WIN,Martingale 1
09/04/2025,16:29:31,PPVPPPV,LOSS,Martingale 1
09/04/2025,16:30:03,PPVPPPV,LOSS,Martingale 2
09/04/2025,16:30:35,PPVPPPV,LOSS,Gale 1
09/04/2025,16:32:32,PPVPPPPPV,LOSS,Martingale 1
09/04/2025,16:33:04,PPVPPPPPV,WIN,Martingale 1
09/04/2025,16:34:34,PPVPVVV,BRANCO,Martingale 0
09/04/2025,16:36:35,PVVVBVPP,WIN,Martingale 0
09/04/2025,16:38:06,VPPVVP,LOSS,Martingale 1
09/04/2025,16:38:33,VPPVVP,WIN,Martingale 1
09/04/2025,16:40:03,VPPVVP,LOSS,Martingale 1
09/04/2025,16:40:35,VPPVVP,WIN,Martingale 1
09/04/2025,16:42:06,VPPVVP,LOSS,Martingale 1
09/04/2025,16:42:33,VPPVVP,LOSS,Martingale 2
09/04/2025,16:43:05,VPPVVP,LOSS,Gale 1
09/04/2025,16:45:07,VPPPPPPP,LOSS,Martingale 1
09/04/2025,16:45:33,VPPPPPPP,WIN,Martingale 1
09/04/2025,16:48:07,PVVPVP,WIN,Martingale 0
09/04/2025,16:51:38,VVVVB,WIN,Martingale 0
09/04/2025,16:53:34,VVBPVVP,LOSS,Martingale 1
09/04/2025,16:54:06,VVBPVVP,WIN,Martingale 1
09/04/2025,16:55:05,VPVPB,WIN,Martingale 0
09/04/2025,16:58:05,VPPVVV,LOSS,Martingale 1
09/04/2025,16:58:37,VPPVVV,WIN,Martingale 1
09/04/2025,17:03:06,PVPVVVP,WIN,Martingale 0
09/04/2025,17:04:36,VVPVVP,WIN,Martingale 0
09/04/2025,17:05:35,PVVPPV,WIN,Martingale 0
09/04/2025,17:06:34,VPPVPP,LOSS,Martingale 1
09/04/2025,17:07:06,VPPVPP,WIN,Martingale 1
09/04/2025,17:08:05,VPPPVV,WIN,Martingale 0
09/04/2025,17:10:39,VVPVVVP,WIN,Martingale 0
09/04/2025,17:13:06,PPPPB,WIN,Martingale 0
09/04/2025,17:15:39,BVVVPP,WIN,Martingale 0
09/04/2025,17:17:04,VPPVVV,WIN,Martingale 0
09/04/2025,17:18:08,PVVVPP,LOSS,Martingale 1
09/04/2025,17:18:35,PVVVPP,LOSS,Martingale 2
09/04/2025,17:19:07,PVVVPP,LOSS,Gale 1
09/04/2025,17:20:38,VPPPPPPP,WIN,Martingale 0
09/04/2025,17:22:08,PPPPB,LOSS,Martingale 1
09/04/2025,17:22:40,PPPPB,WIN,Martingale 1
09/04/2025,17:25:08,PBPVP,WIN,Martingale 0
09/04/2025,17:26:38,PVPVVP,LOSS,Martingale 1
09/04/2025,17:27:05,PVPVVP,LOSS,Martingale 2
09/04/2025,17:27:37,PVPVVP,WIN,Martingale 2
09/04/2025,17:28:36,VPPPVV,BRANCO,Martingale 0
09/04/2025,17:30:06,VVBVV,LOSS,Martingale 1
09/04/2025,17:30:38,VVBVV,WIN,Martingale 1
09/04/2025,17:32:40,PVPVB,LOSS,Martingale 1
09/04/2025,17:33:07,PVPVB,LOSS,Martingale 2
09/04/2025,17:33:39,PVPVB,WIN,Martingale 2
09/04/2025,17:36:06,PPVPPPV,WIN,Martingale 0
09/04/2025,17:37:11,VPPPVPV,LOSS,Martingale 1
09/04/2025,17:37:37,VPPPVPV,LOSS,Martingale 2
09/04/2025,17:38:09,VPPPVPV,LOSS,Gale 1
09/04/2025,17:40:06,VPPPPVV,LOSS,Martingale 1
09/04/2025,17:40:38,VPPPPVV,LOSS,Martingale 2
09/04/2025,17:41:10,VPPPPVV,WIN,Martingale 2
09/04/2025,17:42:09,PPPVVVVPV,LOSS,Martingale 1
09/04/2025,17:42:40,PPPVVVVPV,WIN,Martingale 1
09/04/2025,17:44:11,VPVPVPP,LOSS,Martingale 1
09/04/2025,17:44:37,VPVPVPP,LOSS,Martingale 2
09/04/2025,17:45:09,VPVPVPP,LOSS,Gale 1
09/04/2025,17:49:06,VPVPPV,WIN,Martingale 0
09/04/2025,17:50:11,VPPVVV,LOSS,Martingale 1
09/04/2025,17:50:37,VPPVVV,LOSS,Martingale 2
09/04/2025,17:51:09,VPPVVV,WIN,Martingale 2
09/04/2025,17:52:08,PVVVPPVV,LOSS,Martingale 1
09/04/2025,17:52:40,PVVVPPVV,LOSS,Martingale 2
09/04/2025,17:53:07,PVVVPPVV,WIN,Martingale 2
09/04/2025,17:54:37,VVPPVPP,LOSS,Martingale 1
09/04/2025,17:55:09,VVPPVPP,LOSS,Martingale 2
09/04/2025,17:55:41,VVPPVPP,LOSS,Gale 1
09/04/2025,17:57:11,PPVVVVP,LOSS,Martingale 1
09/04/2025,17:57:38,PPVVVVP,LOSS,Martingale 2
09/04/2025,17:58:10,PPVVVVP,WIN,Martingale 2
09/04/2025,17:59:09,VPPPVV,LOSS,Martingale 1
09/04/2025,17:59:41,VPPPVV,LOSS,Martingale 2
09/04/2025,18:00:07,VPPPVV,BRANCO,Martingale 2
09/04/2025,18:01:11,VVVVBP,WIN,Martingale 0
09/04/2025,18:02:42,VVBPVVP,LOSS,Martingale 1
09/04/2025,18:03:08,VVBPVVP,WIN,Martingale 1
09/04/2025,18:04:12,PVVPVPP,LOSS,Martingale 1
09/04/2025,18:04:39,PVVPVPP,LOSS,Martingale 2
09/04/2025,18:05:11,PVVPVPP,WIN,Martingale 2
09/04/2025,18:06:10,VPPPPVV,LOSS,Martingale 1
09/04/2025,18:06:42,VPPPPVV,LOSS,Martingale 2
09/04/2025,18:07:08,VPPPPVV,LOSS,Gale 1
09/04/2025,18:08:39,VVVVB,LOSS,Martingale 1
09/04/2025,18:09:11,VVVVB,LOSS,Martingale 2
09/04/2025,18:09:43,VVVVB,WIN,Martingale 2
09/04/2025,18:12:10,PVBPPV,WIN,Martingale 0
09/04/2025,18:13:09,PVBPPVPV,LOSS,Martingale 1
09/04/2025,18:13:41,PVBPPVPV,WIN,Martingale 1
09/04/2025,18:14:40,PVPVVPV,LOSS,Martingale 1
09/04/2025,18:15:12,PVPVVPV,LOSS,Martingale 2
09/04/2025,18:15:39,PVPVVPV,WIN,Martingale 2
09/04/2025,18:17:09,VPPVPV,LOSS,Martingale 1
09/04/2025,18:17:41,VPPVPV,WIN,Martingale 1
09/04/2025,18:21:11,VVBPVVP,LOSS,Martingale 1
09/04/2025,18:21:43,VVBPVVP,WIN,Martingale 1
09/04/2025,18:23:13,VVPPVPV,WIN,Martingale 0
09/04/2025,18:24:12,PPVPVVV,LOSS,Martingale 1
09/04/2025,18:24:44,PPVPVVV,WIN,Martingale 1
09/04/2025,18:26:09,PVVVVPPP,LOSS,Martingale 1
09/04/2025,18:26:41,PVVVVPPP,WIN,Martingale 1
09/04/2025,18:27:39,VPPPVPP,WIN,Martingale 0
09/04/2025,18:30:12,PBPVP,LOSS,Martingale 1
09/04/2025,18:30:44,PBPVP,LOSS,Martingale 2
09/04/2025,18:31:11,PBPVP,LOSS,Gale 1
09/04/2025,18:33:12,VPPPPPVP,LOSS,Martingale 1
09/04/2025,18:33:44,VPPPPPVP,WIN,Martingale 1
09/04/2025,18:34:43,PPVPVPV,LOSS,Martingale 1
09/04/2025,18:35:14,PPVPVPV,LOSS,Martingale 2
09/04/2025,18:35:41,PPVPVPV,WIN,Martingale 2
09/04/2025,18:37:11,PVVVPVP,LOSS,Martingale 1
09/04/2025,18:37:43,PVVVPVP,LOSS,Martingale 2
09/04/2025,18:38:10,PVVVPVP,LOSS,Gale 1
09/04/2025,18:39:14,PPPPB,LOSS,Martingale 1
09/04/2025,18:39:40,PPPPB,BRANCO,Martingale 1
